"","INSTNM","STABBR","ACCREDAGENCY","HIGHDEG","ADM_RATE_ALL","SAT_AVG_ALL","PCIP14","UGDS","COSTT4_A","COSTT4_P","TUITIONFEE_IN","TUITIONFEE_OUT","TUITFTE","INEXPFTE","AVGFACSAL","PCTFLOAN","PAR_ED_PCT_PS","DEP_INC_AVG","DEBT_MDN","AGE_ENTRY","FEMALE","VETERAN","FAMINC","GRADS"
"3729","Fortis College-Norfolk","VA","Accrediting Council for Independent Colleges and Schools",2,"NULL","NULL","0","298","32265","NULL","14087","14087","7777","4399","5126","0.6404","0.4270172257","31683.04893","9221","28.87791108","0.6633733239","0.0204657728","19122.99506","NULL"
"3730","Richard Bland College of William and Mary","VA","Southern Association of Colleges and Schools Commission on Colleges",2,"0.4232413525068","NULL","0","1089","15117","NULL","7140","19743","2075","3369","6235","0.2029","0.5483870968","48776.473615","6000","20.373033708","0.5898876404","PrivacySuppressed","43174.362921","NULL"
"3731","Bon Secours Memorial College of Nursing","VA","Accrediting Bureau of Health Education Schools",3,"NULL","NULL","0","522","NULL","NULL","NULL","NULL","8737","11452","7306","0.6886","0.6379310345","81879.508197","22397.5","29.302083333","0.90625","PrivacySuppressed","55869.526042","NULL"
"3732","University of Richmond","VA","Southern Association of Colleges and Schools Commission on Colleges",4,"0.32479370562272","1338","0","3229","61337","NULL","49420","49420","26191","19756","12109","0.3878","0.8773704172","110209.03664","19500","20.751515152","0.5490909091","PrivacySuppressed","102442.92485","805"
"3733","Riverside College of Health Careers","VA","Accrediting Bureau of Health Education Schools",2,"0.27272727272727","NULL","0","277","20094","NULL","15849","15849","16056","14208","4789","0.8326","0.656","84394.84375","12500","28.57037037","PrivacySuppressed","PrivacySuppressed","46571.866667","NULL"
"3734","Roanoke College","VA","Southern Association of Colleges and Schools Commission on Colleges",3,"0.73043283247364","1091","0","1946","54434","NULL","41429","41429","16064","10149","7610","0.6772","0.793409379","105615.96424","25000","19.866828087","0.5968523002","PrivacySuppressed","101020.69855","NULL"
"3735","Bon Secours St Mary's Hospital School of Medical Imaging","VA","Joint Review Committee on Education in Radiologic Technology",1,"NULL","NULL","0","26","NULL","NULL","NULL","NULL","4537","22735","NULL","0.6","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","28","PrivacySuppressed","PrivacySuppressed","59129.722222","NULL"
"3736","Shenandoah University","VA","Southern Association of Colleges and Schools Commission on Colleges",4,"0.88016745159602","1009","0","2087","44258","NULL","31322","31322","16830","9647","7675","0.6871","0.7228682171","94718.601117","19800","21.783905967","0.6084990958","PrivacySuppressed","83916.891501","1819"
"3737","Southern Virginia University","VA","Southern Association of Colleges and Schools Commission on Colleges",3,"0.45315161839863","993","0","779","26864","NULL","14900","14900","14631","7314","6189","0.5861","0.8285714286","81571.025253","8500","20.919661734","0.511627907","PrivacySuppressed","70098.613108","NULL"
"3738","Southside Virginia Community College","VA","Southern Association of Colleges and Schools Commission on Colleges",2,"NULL","NULL","0","1786","12826","NULL","4463","10361","2657","6075","6432","0","0.4765037594","24852.105806","PrivacySuppressed","24.379826635","0.6398739165","PrivacySuppressed","22338.828999","NULL"
"3739","Southwest Virginia Community College","VA","Southern Association of Colleges and Schools Commission on Colleges",2,"NULL","NULL","0","1758","13145","NULL","4463","10361","1674","4454","6041","0","0.4703801945","23995.130747","PrivacySuppressed","24.431491294","0.5616956851","0.0105980318","19075.516276","NULL"
"3740","Staunton School of Cosmetology","VA","National Accrediting Commission of Career Arts and Sciences",1,"NULL","NULL","0","23","NULL","16833","NULL","NULL","8535","3171","NULL","0.6098","PrivacySuppressed","45211.866667","9342.5","25.303030303","PrivacySuppressed","PrivacySuppressed","30744.878788","NULL"
"3741","Strayer University-Virginia","VA","Middle States Commission on Higher Education",4,"NULL","NULL","0","4460","29544","NULL","12975","12975","15004","2109","7316","0.5414","0.4627059662","27790.69863","9500","33.360801106","0.7508344853","0.0144306956","23781.134597","1767"
"3742","Sweet Briar College","VA","Southern Association of Colleges and Schools Commission on Colleges",4,"0.93052631578947","1035","0.0538","320","50684","NULL","36425","36425","17615","40918","7067","0.462","0.768","69365.937008","21000","20.503546099","PrivacySuppressed","PrivacySuppressed","63847.085106","11"
"3743","Thomas Nelson Community College","VA","Southern Association of Colleges and Schools Commission on Colleges",2,"NULL","NULL","0.018","7511","11424","NULL","4544","10442","3201","4427","7240","0.2245","0.6096423017","46539.392364","6000","25.891144323","0.6165514165","0.007584207","33855.070712","NULL"
"3744","Tidewater Community College","VA","Southern Association of Colleges and Schools Commission on Colleges",2,"NULL","NULL","0.0239","20788","12200","NULL","5299","11197","2392","4383","6692","0.2438","0.584102134","45255.923453","5500","26.206298351","0.5993592248","0.0138313667","32380.945378","NULL"
"3745","Union Presbyterian Seminary","VA","Commission on Accrediting of the Association of Theological Schools",4,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1751","35671","7511","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","163"
"3746","The University of Virginia's College at Wise","VA","Southern Association of Colleges and Schools Commission on Colleges",3,"0.77714285714285","963","0.0101","1367","21138","NULL","9539","26239","6897","10218","7232","0.5017","0.6320630749","54825.913043","12000","22.425948592","0.4957160343","PrivacySuppressed","48661.474908","NULL"
"3747","Virginia Highlands Community College","VA","Southern Association of Colleges and Schools Commission on Colleges",2,"NULL","NULL","0","1592","11498","NULL","4478","10376","1939","4857","6199","0","0.5","28293.882998","PrivacySuppressed","24.798850575","0.6034482759","PrivacySuppressed","22945.173372","NULL"
"3748","Virginia Polytechnic Institute and State University","VA","Southern Association of Colleges and Schools Commission on Colleges",4,"0.70872","1210","0.2342","25725","24855","NULL","12852","29975","13595","12007","10988","0.4029","0.8223652454","108805.5241","21110","19.822727976","0.4649326521","PrivacySuppressed","104698.14429","7379"
"3749","Virginia Western Community College","VA","Southern Association of Colleges and Schools Commission on Colleges",2,"NULL","NULL","0.0246","4506","11455","NULL","5093","10991","3150","4954","6468","0.1249","0.5575785162","39387.042028","6360.5","24.146254459","0.5826397146","0.0071343639","31292.241379","NULL"
"3750","Virginia Commonwealth University","VA","Southern Association of Colleges and Schools Commission on Colleges",4,"0.81150425491074","1094","0.0409","22614","29278","NULL","13130","32287","11732","14859","8770","0.5041","0.7239661186","78700.631794","18500","21.298947612","0.6243783971","0.0020816468","70086.775066","7007"
"3751","University of Virginia-Main Campus","VA","Southern Association of Colleges and Schools Commission on Colleges",4,"0.29860703585878","1362","0.1311","15963","29572","NULL","16412","45756","20531","18481","13564","0.2536","0.8419979613","106565.92186","16500","20.344480519","0.5454545455","PrivacySuppressed","100900.16851","7567"
"3752","Virginia Military Institute","VA","Southern Association of Colleges and Schools Commission on Colleges",3,"0.50949538795442","1156","0.2807","1713","28352","NULL","17492","41801","13957","13405","7258","0.4589","0.8475247525","PrivacySuppressed","19500","19.459302326","0.1434108527","PrivacySuppressed","110520.69186","NULL"
"3753","Virginia School of Hair Design","VA","National Accrediting Commission of Career Arts and Sciences",1,"NULL","NULL","0","50","NULL","16933","NULL","NULL","9361","2655","NULL","0","0.4647887324","18796.555556","PrivacySuppressed","29.836956522","0.7934782609","PrivacySuppressed","13461.934783","NULL"
"3754","Virginia University of Lynchburg","VA","Transnational Association of Christian Colleges and Schools",4,"NULL","NULL","0","342","22625","NULL","7880","7880","9017","10059","1504","0.8947","0.4797297297","28982.336957","9500","21.720221607","0.2132963989","PrivacySuppressed","23995.060942","28"
"3755","Virginia State University","VA","Southern Association of Colleges and Schools Commission on Colleges",4,"0.94477455435162","817","0.0362","4155","21453","NULL","8472","19002","5219","9818","7564","0.8366","0.6583612841","47051.687071","21500","20.702235344","0.5609447491","PrivacySuppressed","42112.202024","419"
"3756","Virginia Union University","VA","Southern Association of Colleges and Schools Commission on Colleges",4,"0.40989047461002","NULL","0","1355","28741","NULL","17034","17034","12052","6534","4410","0.782","0.5919117647","40289.083705","15000","20.036548223","0.5431472081","PrivacySuppressed","37213.75736","422"
"3757","Virginia Wesleyan University","VA","Southern Association of Colleges and Schools Commission on Colleges",3,"0.89963724304715","959","0","1342","46730","NULL","35610","35610","14682","9260","7932","0.7009","0.6912751678","74073.180451","15830","21.747211896","0.6270136307","PrivacySuppressed","65076.045849","NULL"
"3758","Washington and Lee University","VA","Southern Association of Colleges and Schools Commission on Colleges",4,"0.23583611056655","1396","0.0426","1820","62350","NULL","48267","48267","27957","34657","12933","0.2039","PrivacySuppressed","PrivacySuppressed","19500","19.404929577","0.4401408451","PrivacySuppressed","145228.22183","330"
"3759","Wilson Workforce and Rehabilitation Center","VA","Council on Occupational Education",1,"1","NULL","0","177","NULL","25413","NULL","NULL","69581","24190","NULL","0","PrivacySuppressed","24081.146341","PrivacySuppressed","23.829268293","0.3902439024","PrivacySuppressed","13164.04878","NULL"
"3760","Wytheville Community College","VA","Southern Association of Colleges and Schools Commission on Colleges",2,"NULL","NULL","0","1571","7007","NULL","4493","10391","2636","4797","6387","0.0487","0.5292792793","32068.40155","5500","23.778937381","0.6299810247","PrivacySuppressed","27647.656546","NULL"
"3761","Beauty Academy","WA","NULL",1,"NULL","NULL","0","25","NULL","15776","NULL","NULL","14899","4289","NULL","0.5375","0.4680851064","50897.24","5500","25.242424242","PrivacySuppressed","PrivacySuppressed","30101.045455","NULL"
"3762","The Art Institute of Seattle","WA","Northwest Commission on Colleges and Universities",3,"NULL","NULL","0","965","30837","NULL","17556","17556","11253","5234","5926","0.6008","0.6459016393","65262.121547","12099","24.976290098","0.4783821478","0.0167364017","42544.329149","NULL"
"3763","Evergreen Beauty and Barber College-Bellevue","WA","National Accrediting Commission of Career Arts and Sciences",1,"NULL","NULL","0","46","NULL","17461","NULL","NULL","14532","9211","NULL","0.4881","PrivacySuppressed","62645.741935","7786","26.428571429","PrivacySuppressed","PrivacySuppressed","38034.142857","NULL"
"3764","Bellevue College","WA","Northwest Commission on Colleges and Universities",3,"NULL","NULL","0.007","4627","13354","NULL","3624","8968","3855","5192","7202","0.0744","0.5887850467","42606.183544","6908","25.995650455","0.5591142744","0.0059311981","33793.052985","NULL"
"3765","Bellingham Technical College","WA","Northwest Commission on Colleges and Universities",2,"NULL","NULL","0","562","12401","NULL","3394","8739","1810","6579","6550","0.3221","0.594548552","47255.020253","9834","28.854491463","0.4825538233","0.0148478099","25879.519673","NULL"
"3766","Big Bend Community College","WA","Northwest Commission on Colleges and Universities",2,"NULL","NULL","0","1748","13120","NULL","3851","4265","2445","6947","6644","0.1884","0.4743276284","43748.274021","5686","24.594068582","0.5634847081","PrivacySuppressed","32499.824838","NULL"
"3767","Central Washington University","WA","Northwest Commission on Colleges and Universities",4,"0.79710544452102","1043","0","10492","21732","NULL","7719","21522","6382","8289","7281","0.5135","0.5995957781","73733.683986","14669","23.442911418","0.5458908218","0.0053989202","59133.796241","852"
"3768","Centralia College","WA","Northwest Commission on Colleges and Universities",3,"NULL","NULL","0","1804","13888","NULL","4188","4600","1801","5152","6544","0","0.5338983051","27295.76556","PrivacySuppressed","27.534679543","0.5987708516","0.0114135206","20373.266901","NULL"
"3769","City University of Seattle","WA","Northwest Commission on Colleges and Universities",4,"NULL","NULL","0","635","NULL","NULL","16748","16748","21805","9075","6198","0.3839","0.590747331","44038.471698","11375","31.946202532","0.6012658228","PrivacySuppressed","40166.044304","1149"
"3770","Paul Mitchell the School-Richland","WA","National Accrediting Commission of Career Arts and Sciences",1,"NULL","NULL","0","158","NULL","20847","NULL","NULL","8234","3003","NULL","0.6398","0.4761904762","50613.130435","7917","24.690217391","0.8423913043","PrivacySuppressed","36098.054348","NULL"
"3771","Clark College","WA","Northwest Commission on Colleges and Universities",3,"NULL","NULL","0.0096","8364","13296","NULL","3498","8841","2003","5511","6909","0.1666","0.5754045307","42579.606671","6334","26.160852713","0.5683831672","0.0146733112","30214.501107","NULL"
